100101001,142,761,212452
100101100,134,758,200122
100101111,150,910,246730
1001011,199,3262,795138
10010,283,11885,3570775
100110010,168,688,238954
10011010,224,1508,502042
100111000,147,700,210940
100111011,149,836,234064
1001110,211,3039,795989
100111110,165,894,268690
10100000,53,1311,108903
10100011,270,967,458920
101000,171,4689,927379
101001010,190,1046,338170
10100110,254,836,398494
10101001,187,1030,329850
10101100,210,945,352480
10101111,119,1206,231114
101011,192,4301,966682
1010,143,20100,2979420
101100010,174,601,232324
10110010,117,1464,257428
101101000,177,756,263752
101101011,174,934,290266
1011010,244,3152,947938
101101110,181,744,267524
10111000,177,1453,387121
10111011,241,2551,791451
101110,105,8650,985630
101111010,210,1323,431860
10111110,187,2596,622692
110000000,133,781,201693
110000011,169,890,274510
1100000,221,3219,873459
110000110,160,796,244890
110001001,187,758,278986
110001100,137,741,202257
110001111,168,791,256258
1100011,261,3217,1030897
11000,322,12830,4367050
110010010,175,724,255180
11001010,251,1897,660107
110011000,174,683,246592
110011011,189,883,305587
1100110,270,3167,1052920
110011110,207,836,324892
110100001,194,653,269032
110100100,186,628,253318
110100111,163,627,221921
1101001,284,2776,996434
110101101,198,816,306838
110110000,174,750,258250
110110011,164,606,219834
1101100,289,2793,1018877
110110110,165,664,230740
110111001,139,637,190743
110111100,135,463,161785
110111111,180,632,245890
1101111,261,2231,773551
11011,331,10708,3786708
110,369,47669,17859961
111000010,213,776,321508
11100010,293,2631,985503
111001000,177,647,244459
111001011,229,676,322704
1110010,321,2885,1161145
111001110,200,910,328730
11101000,71,2198,208618
11101011,253,2335,776175
111010,173,9350,1744570
111011010,166,1437,360452
11101110,225,2164,651880
111100000,140,1159,265190
111100011,213,1392,452716
1111000,209,5261,1252849
111100110,219,1315,448585
111101001,163,1447,355581
111101100,202,1265,403720
111101111,190,1147,357360
1111011,248,5065,1437890
11110,228,20466,4833418
111110010,187,1194,360518
11111010,256,1963,690138
111111000,182,1076,329422
111111011,177,1289,358093
1111110,218,4786,1203218
111111110,220,1083,399590
000000010,175,707,252205
000001000,202,795,308780
000001011,132,786,200842
0000010,250,3126,964730
000001110,130,659,181300
000011010,134,558,173322
000100000,158,801,242628
000100011,217,895,353355
0001000,266,3262,1062602
000100110,129,593,171397
000101001,160,742,236250
000101100,157,603,210011
000101111,153,548,196264
0001011,275,2565,906855
00010,276,11215,3297550
000110010,125,626,170230
000111000,161,577,211157
000111011,119,468,143292
0001110,203,2124,580092
000111110,132,618,178666
001001010,203,662,283306
00101010,161,1506,360726
001100010,206,794,314674
001101000,180,577,235990
001101011,162,693,231256
0011010,261,2632,878212
001101110,170,715,246380
001111010,141,795,215755
010000000,120,624,163210
010000011,166,841,261516
0100000,214,2908,779262
010000110,132,626,179722
010001001,133,699,190787
010001100,127,646,175482
010001111,170,801,261000
0100011,214,2748,745022
01000,298,11057,3513256
010010010,134,535,170240
010011000,162,757,241624
010011011,168,702,241306
0100110,258,2783,907084
010011110,136,627,185282
010100001,200,886,323930
010100100,234,978,400402
010100111,137,857,218149
0101001,231,3457,967927
010101101,128,737,188506
010110000,117,750,173890
010110011,168,1003,291874
0101100,238,3420,988430
010110110,180,869,288550
010111001,176,838,276698
010111100,173,642,238086
010111111,126,663,176248
0101111,226,2840,807550
01011,273,12297,3557101
010,284,46109,13303006
011000010,147,513,183451
011001000,136,465,163250
011001011,164,639,225246
0110010,219,2406,687514
011001110,147,497,181099
011011010,141,627,192067
011100000,158,638,216874
011100011,158,623,214504
0111000,248,2561,816898
011100110,103,548,132364
011101001,147,708,212116
011101100,139,593,184627
011101111,114,741,168424
0111011,204,2867,734518
01110,274,10577,3098848
011110010,123,508,153004
011111000,140,481,170270
011111011,166,702,238442
0111110,234,2463,747892
011111110,152,683,215506
100001010,154,746,228034
10001010,191,1376,402976
100100010,155,720,225480
100101000,144,707,207658
100101011,130,676,183510
1001010,196,2892,710642
100101110,145,805,223305
100111010,142,807,218984
10100010,257,1107,472839
10101000,241,1129,448749
10101011,191,1095,349305
101010,281,4375,1435235
10101110,216,1141,404866
101101010,176,633,240618
10111010,169,2666,574654
110000010,147,801,225787
110001000,129,694,184426
110001011,188,885,304350
1100010,233,3033,877509
110001110,184,755,273970
110011010,178,790,271290
110100000,131,575,171685
110100011,201,717,291577
1101000,256,2507,829402
110100110,206,695,294280
110101001,159,557,205363
110101100,198,753,294364
110101111,179,788,272452
1101011,266,3209,1048504
11010,308,11114,3648682
110110010,192,763,287386
110111000,145,614,195610
110111011,156,578,204778
1101110,228,2545,747430
110111110,183,687,260041
111001010,184,576,241034
11101010,239,2253,713667
111100010,119,1263,237897
111101000,115,1308,235100
111101011,144,1392,306298
1111010,143,5222,851866
111101110,165,1378,348550
111111010,176,1206,341466
,232,393180,91387850
000001010,193,739,284247
000100010,201,750,298210
000101000,196,761,292966
000101011,166,770,249730
0001010,230,2966,850810
000101110,190,753,282500
000111010,127,542,162274
001101010,169,668,236992
010000010,106,685,150720
010001000,164,736,241154
010001011,164,893,266902
0100010,236,3078,899418
010001110,112,584,147898
010011010,182,678,256986
010100000,257,1024,451508
010100011,166,935,277120
0101000,247,3624,1076168
010100110,172,827,268534
010101001,132,597,175894
01010101,179,1553,409387
010101100,139,734,204226
010101111,182,724,265358
0101011,166,2808,588038
01010,147,12781,1986847
010110010,182,970,310130
010111000,141,818,218998
010111011,156,581,205246
0101110,209,3126,806634
010111110,160,777,241850
011001010,98,648,135774
011100010,149,629,203221
011101000,119,562,154478
011101011,149,715,216035
0111010,218,2684,744982
011101110,166,813,256868
011111010,144,672,202618
100101010,133,748,197304
10101010,176,1121,326506
110001010,132,696,188962
110100010,135,562,175150
110101000,132,596,175762
110101011,122,701,175312
1101010,206,2622,691242
110101110,187,852,296564
110111010,170,716,246550
111101010,69,1075,125275
1,179,218530,39248270
000101010,156,693,222718
00010101,194,1463,426172
010001010,178,750,264170
01000101,218,1643,518044
010100010,217,779,328183
01010001,199,1714,487086
010101000,152,742,224474
01010100,187,1339,387633
010101011,147,689,209323
0101010,165,2892,598360
010101110,142,613,191436
01010111,207,1337,428599
010101,186,5700,1196710
010111010,143,889,232247
01011101,182,1470,401130
011101010,153,699,219367
01110101,191,1414,410234
0,272,174650,47704090
101010101,100,583,132030
110101010,183,768,274864
11010101,179,1469,394351
00000101,197,1525,444965
00010001,262,1645,622980
00010100,218,1503,487524
00010111,229,1301,465829
000101,269,5531,1684939
00011101,144,1010,251290
001010101,140,775,211430
00110101,219,1361,458659
01000001,166,1526,375226
01000100,177,1435,383935
01000111,165,1385,349705
010001,258,5826,1692178
01001101,221,1380,467040
01010000,284,1910,750490
01010011,189,1684,456976
010100,267,7081,2086267
010101010,155,864,247800
01010110,160,1471,352890
01011001,224,1973,606202
01011100,201,1656,480316
01011111,174,1440,378310
010111,250,5966,1674730
0101,221,25078,5704298
01100101,157,1287,317399
01110001,198,1252,393166
01110100,168,1270,336730
01110111,162,1554,370738
011101,248,5551,1558418
01111101,192,1374,404698
100010101,181,763,270963
10010101,158,1424,341062
101000101,141,567,183607
101010001,136,438,159578
101010100,201,538,255598
101010111,162,558,209386
1010101,214,2216,631174
101011101,161,615,217275
101110101,128,1332,264666
11000101,207,1581,479107
11010001,223,1279,448737
11010100,189,1153,356617
11010111,228,1640,541090
110101,281,5831,1844371
11011101,210,1294,425770
111010101,225,1244,444880
11110101,116,2467,371582
